Date	Rev	sentiment	
21-Jan-16	great overall could use variety within stationtends repeat song artist	0.4	
14-Mar-16	best free music app favorite genre arsist great app	0.675	
10-Jan-15	great know still company care quality go seamlessly kindle tv laptop desktop computer without hassle highly recommend	0.353333333	
30-Jan-16	love able play music night rock baby hate volume ad much louder music wake selection variety music though really nice suppose could pay annoy ad remove ad really dont bother loud read one time increase volume ad supposedly increase effectiveness television ad require fall within certain volume level perhaps jarringly noticeable play soft lullaby complaint though use free app lot without freeze bug	0.155844156	
31-Jul-15	good alternative siriusxm use bloothtooth speaker stream phone use wyfi cost charge phone	0.7	
21-Dec-14	gospel station awesome help make day job whole lot easy deal lot people dayit humble soul thank pandora mean world	0.224166667	
23-Apr-15	pandora great use often easy simple install sometime advertisement lot understand pay great music service	0.508333333	
18-Sep-15	still try figure request single right enter request give album multiple artist	0.071428571	
8-Aug-15	easy set station get everything icelandic rock childrens disney classic wish work right	0.295238095	
2-Feb-16	app need download daughter tablet find use thank	0	
6-Dec-15	really enjoy music preference couldnt happy unless pay use app heaven	0.6	
4-Sep-15	like lessoning music thing pandora make easy go station start lessoning hour	0.433333333	
19-Apr-17	love pandora	0.5	
29-Sep-17	love itt	0.5	
5-Nov-17	good selection	0.7	
28-Jul-17	best	1	
29-May-17	love pandora	0.5	
29-Dec-16	super program aspect	0.333333333	
17-Dec-16	love app station	0.5	
10-Jan-17	professional	0.1	
29-Dec-16	really enjoy music	0.4	
23-Feb-17	love pandora best	0.75	
28-Dec-16	freedom music tineg	0	
21-Dec-16	pandora great music app	0.8	
6-Jul-13	great free music app listen favorite genre artist composer cool create station dont like wifi connection get app still love hope enjoy bye	0.491666667	
2-Jun-16	great source constant entertainment listen pandora time	0.4	
19-Apr-16	nonstop music favorite station one best apps ever invent	0.75	
27-Jul-16	favorite except commercial break	0.25	
19-Apr-16	get chance hear marvin gayeramsey luisand eaglesyou cant beat	0	
19-Apr-16	great assortment variety also introduce new music base like	0.045454545	
11-Jul-16	wife use w phone home use roku	0	
23-Jan-16	everything want everything need play time never get tire	0	
19-May-16	nice station good music thank pandora option hire good music	0.666666667	
10-May-15	love week use stop work wont load close every time open itfix get five star three	0.25	
5-Jan-16	love listen music love listen pandora time like service give	0.5	
23-May-16	great hard turn shut kindle get stop	0.254166667	
10-Oct-16	add could upgrade dont want	0	
19-Dec-16	love variety music	0.5	
23-Dec-14	love hear favorite oldie whenever want also pop latin singer limit music relax sometimes use head phone also love little information artist	0.328125	
14-May-16	buff process take five ten minute sometimes take much longer	0.1	
14-May-16	excellent selection quibble cant search particular song	0.583333333	
1-Aug-15	love stream pandora app bose speaker great power create station add variety channel	0.65	
14-May-16	open email listen secret garden pandora love	0.033333333	
2-Oct-17	app work well problem download also pandora always go music	0	
22-Jun-16	happily app work great old first generation kindle fire	0.4875	
29-Oct-15	use pandora year app phone give another way listen road	0	
10-Mar-16	im sure account product ive purchase yeah love pandora	0.5	
5-Aug-13	favorite tune line add select discard one dont like pick genre add song iphone plug ihome charge phone listen favorite awesome	0.666666667	
9-Jul-15	never know pandora play good oldie mom use listen great relax music listen hour play great oldie	0.766666667	
4-Aug-16	greatest music app ever use ive use	1	
31-Dec-14	really enjoy variety song genre offer nothing better chillin night julee cruise cranberry channel jammin bad brain channel clean	0.141666667	
16-Jan-16	really like able build station song like listen time	0.35	
2-Nov-15	want try pandora long time friend finally help get phone far love	0.1375	
21-Dec-14	pandora nice job establish favorite long permit popup advertise also permit skip song like without jump another station	0.35	
7-Dec-13	love play great song song one thing dont like limit amount song dislike play give notice dislike many song play two commercial skip song	0.45	
20-Apr-16	one best algorithm pick similar song introduce new artist daily	0.284090909	
9-Mar-16	use pandora every day get ready come work great phone kindle	0.5	
7-Sep-16	great gym walkinganywhere	0.8	
20-Oct-16	good heart pleasant tune thein	0.716666667	
1-Dec-14	free version fine except advertisments provide good selection base rat give pay version expensive since already amazon prime music	0.043333333	
20-Jun-16	best way ever hear music love music love	0.666666667	
28-Jan-15	reason dont like dont get choose song want listen like spotify better try dont like opinion	0.5	
6-Sep-17	great app	0.8	
12-Mar-17	amaze	0	
2-Feb-17	excellent product free	0.7	
5-Jan-17	love choice music	0.5	
2-Jan-17	dont work device	0	
29-Jan-17	think niece enjoy	0.4	
3-Feb-17	cant live without music	0.136363636	
28-Dec-16	pandora tablet	0	
30-Jan-17	love use everyday	0.15	
30-Dec-16	like music pandora	0	
24-Mar-17	exellent	0	
3-Aug-15	love pandora love choose type music want listen able switch something else easily shuffle friend	0.483333333	
18-Jul-17	please	0	
4-Sep-13	pandora fantastic pleasure able pick station mark favorite along way enjoy freedom free browse pick favorite genre s s classical film score ella fitzgerald gloria estefan	0.385714286	
19-Sep-16	great app love free vast amount music	0.425	
5-Jan-16	unable use new kindle fire work kindle anyone else problem	-0.181818182	
23-Aug-16	easy navigate plenty content ultimate quality	0.216666667	
11-Feb-14	sometimes play song dont like variety play station create open new appreciation artist really forget thank pandoranow need expand music collectionlol	0.112121212	
2-Sep-15	pandora great free version full version awesome definitely worth price listen music lot	0.57	
14-Nov-14	great product area doesnt suffice cell tower continously music car great pause transmission music continue right leave	0.628571429	
19-Dec-13	free radio music interrupt advertise want charge monthly fee love pandora really disappoint purchase sirius xm want pay music	0.366666667	
27-Jun-16	wonderful source curating music really want hear	0.6	
29-Apr-14	pandora everywhere car phone laptop tablet tv pay subscription take away ad absolutely love pandora start subscribe pandora birthday party come didnt want go think kind song could play put pandora keep go day didnt worry adjust time go sleep wouldnt come back every minute click still listen	0.366666667	
12-Nov-15	great listen day great old time country rock n rollgospel bluegrass love love	0.54	
1-Jul-16	problem find act want hear overall enjoyable	0.25	
10-Apr-15	work great pay unpaid ive several account year work phone smart tv kindle ipad galaxy tab etc flow together perfectly	0.442857143	
18-Aug-16	good app fire tablet especially since free	0.366666667	
24-Dec-13	pandora music app best love christmas party could set theme music want worry kid crazy music show accident stay pandora night love application music	0.35	
2-Mar-15	recently problem w flip song group say music leave annoy enough ad yet pay commercial free yet	0.1	
17-Aug-16	make station browse someone el kool	0	
12-Apr-16	son love music love fact finger tip ear phone	0.5	
17-Nov-14	best internet radio ever able tailor one station like exercise station use home entertainment music need havent play cd two year	0.75	
7-Feb-16	cant get pandora work fire phone disappoint look purchase new phone	0.136363636	
21-Jul-14	absolutely perfect app trouble itwhat ever great music loverslike myselfbecause choose wide range musicwhich excellent oh yeahif twitter follow irwin	0.5	
15-Nov-16	good music	0.7	
12-Oct-17	love pandora	0.5	
2-Sep-16	work well know type music want hear	0	
20-Dec-16	love choose song	0.5	
10-Jan-17	happy pandora	0.8	
31-Aug-17	good music choose	0.7	
29-Aug-17	love use lot	0.5	
24-Jan-17	best free music	0.7	
27-Jan-17	love pandora	0.5	
29-Apr-17	love pandora	0.5	
20-Jun-17	love pandora	0.5	
15-Jun-17	love pandora	0.5	
29-Jan-17	great musiceasy use	0.8	
22-Dec-16	good use time	0.7	
31-May-17	love	0.5	
2-Jun-17	great sound	0.6	
20-Dec-16	love pandora radio	0.5	
29-Jul-15	still available country thankfully mobile vpn help wish damn provider would stop screw g	0.4	
3-Aug-15	nice crazy doesnt keep play music sometimes stop run keep pick station	0	
24-Aug-14	download brand new tablet set account tell use free time allow need buy minute set hadnt use	0.268181818	
28-Dec-14	problem hate commercial commercial anymore like enjoy listen watch commercial enjoyable superbowl commercial	0.014285714	
5-May-15	love pandora make listen music easy experience dont want download hundred song listen radio station full static	0.445833333	
9-Mar-14	enjoy listen music ecspecially work im try wind like u download different kind music live radio reception isnt great pandora kindle fire well problem	0.387272727	
7-Mar-16	awesome music app commercial annoy hey free apptotally worth	0.425	
24-Aug-15	love u listen ur favorite music artist sing awesome u hear type music u like	0.666666667	
3-Dec-14	every station listen great pandora device need anything else perfect music choice commercial perfect option	0.7	
3-Mar-15	love pandora radio listen time even start put night kid fall asleep station create l lullaby great	0.65	
14-Aug-16	great music dont think ever buy music	0.8	
2-Mar-16	best app ever love type music allow change whenever want	0.75	
18-Mar-13	use pandora almost music listen love variety add station create also get hear new artist never would find otherwise subscribe pay version support pandora feel valuable u enjoyment good music	0.445454545	
29-Dec-13	year couldnt find station regular amfm radio play christmas song go pandora download classic christmas program listen heart content thats great thing pandora whatever want	0.322222222	
19-Feb-14	would recommend product everyone best part pandora personalize music easiest way choose style depend mood love way choose like song option buy music	0.75	
17-Dec-16	please apt	0.6	
4-Aug-16	love new change pandora like use	0.318181818	
22-Jul-15	song lag begin session eventually play constant stream pop add annoy still way better iheartradio	0.25	
30-Aug-16	great music love choose favorite artist	0.6	
3-Dec-16	great choice clutter	0.8	
10-Jul-14	greatest invention since slice bread mother would say love pandora kindle always music whether game night hotel room vega count good music	0.45	
6-Jan-16	pandora email pas word say wrong every time hat	-0.5	
8-Aug-15	ever since new update nothing play pandora keep say cant find song skip like song fix please	0.136363636	
11-Dec-15	keep get update notification delete still get notification tell reinstall wtf	-0.5	
5-Dec-13	pandora know music recent listener find listen pandora play ever station mood listen option like song filter listen pandora itunes point	0	
16-Oct-16	year get better	0.5	
2-Sep-16	hour hour enjoyment favorite music	0.5	
13-Jan-17	freeze time time	0	
18-Jan-17	work great echo	0.8	
26-Jan-17	love love love pandora	0.5	
7-Jan-17	like variety music	0	
16-Jan-17	besides commercial ok	0.25	
10-Jan-17	love music get	0.5	
25-Jan-17	best station land	1	
31-Dec-16	absolutely love pandora	0.5	
13-Feb-17	love love love pandora	0.5	
18-Aug-17	dont like advertisement	0	
31-Jul-17	love love love	0.5	
4-Jan-17	tablet pandora work well	0	
10-Jan-17	great entertainment	0.8	
25-Nov-16	describe	0	
7-Jan-17	better use	0.5	
12-Feb-17	love easy	0.466666667	
3-Jan-17	great app awesome music	0.9	
2-Sep-16	sometimes hard time get come	-0.291666667	
16-Apr-15	love app listen mostly genre gospel pandora best song one thing notice many song repeat love	0.6	
25-Jul-13	awesome app free music limmet hour month wasnt happy profile people mean time pretty good people cuss rare there older younger people app buy	0.36712963	
28-Aug-16	unknown reason wont finish registration	-0.1	
14-Feb-16	like best thing ever totally get app beg get app	0.5	
23-Feb-16	get pandora best awesomeness music application ever music lover	1	
10-Jan-16	good app get different staitons radio fast forward	0.3	
20-Jul-16	fav music play wish work country	0	
19-Nov-14	enjoy use pandora able listen favorite song keep good work however amount ad rhat pop little frustrate least long	0.223214286	
27-Jan-16	music everyone develop independently massive amount style	0	
29-Mar-16	love pandora take since fire tablet great	0.65	
5-Jun-16	order show one day delete	0	
22-Jun-16	awesome way expose music would listen	1	
2-Sep-15	love many station free dont like amount song skip limit big deal	0.35	
25-Feb-14	great listen favorite band station complaint would play people music station may ok people want certain station expect band music	0.342857143	
4-Feb-16	great station customize listen pleasure interruption love	0.65	
10-Sep-14	grand daughter recommend site satisfy offer genre able mark like dislike song choose like play song	0.5	
27-Jul-15	like music could pick kind want size hiphop classic music rock music great like keep good work	0.566666667	
15-Oct-16	love pandora probably always use favorite feature create station listen song artist also genre become user friendly	0.458333333	
22-Jun-16	get new kindle add stream music issue far	0.118181818	
20-Feb-15	love pandora put sleep almost every night love timer feature would worry turn couldnt set shut automatically	0.5	
3-Dec-15	love choose music want long want better	0.316666667	
8-Dec-16	perfect size nephew	1	
25-Jan-16	always love app there free music without additional cost great kid	0.566666667	
17-May-16	love music also quiet fond user friendly app	0.291666667	
21-Mar-14	great app pandora kindle get option via website also play background thing continue listen music pandora fan highly recommend	0.48	
2-Feb-15	great app many commercial worth go without commercial day india use age damn worth pain person commercial	0.271428571	
28-Oct-15	get play galaxy s great often slow get thats phone app	0.25	
16-Sep-16	perfect app kindle stream music	1	
1-Oct-15	ive pandora yearsbut lately there tooo many commercialsmore use use iheart	0.1	
29-Dec-14	appreciate variety music pandora enjoy shuffle option link pandora broaden musical horizon group might know thx	0.2	
16-Jun-16	free like everything except reception isnt always clear	0.25	
15-Jul-14	im surprise wealth music selection within genre hear many song repeatedly maybe there license issue ill continue listen somewhat disappoint	0	
20-Apr-14	great addition kindle fire able listen favorite music channel new kindle fire app also available device well would recommend anyone need fix music pandora	0.467272727	
10-Nov-15	think pandora ultimate way hear music want hear without music dont want hear	0	
3-Sep-16	love use app device	0.5	
3-Oct-16	nice listen music app	0.6	
9-Dec-14	wow glad son recommend pandora ipod steal love station choose dont mind commercial put pandora kindle also yeah	0.275	
14-Dec-14	omg love pandora listen ever want wifi dont like though song want listen love pandora	0.5	
5-May-15	love listen music homework get ready morning read draw play game friend app rock total get	0.075	
22-Dec-16	nice pandora	0.6	
20-Feb-17	great music age	0.8	
3-Nov-17	great music easy use	0.616666667	
24-Aug-17	best music time	1	
4-Feb-17	ill never stop pandora	-0.5	
25-Dec-16	good music easy use	0.566666667	
11-Feb-17	awesome app program	1	
30-Jan-17	love song choice	0.5	
1-Feb-17	many damn commercial	0.25	
5-Jan-17	best deal planet	1	
18-Jan-17	love love love	0.5	
18-May-17	great app	0.8	
2-Aug-17	excellent	1	
6-Jun-17	comment	0	
18-Jul-17		0	
3-Jun-16	great music fingertip work great iphone truck stereo	0.8	
24-May-16	love app listen music want awesome	0.75	
27-Aug-13	great app like portable radioi love different station base one singer songwrighter band ganera	0.125	
19-Mar-14	wonderful able choose music one choice anytime play delightful repertoire one fingertip great opportunity expand personal musical knowledge wide exposure thank pandora	0.457142857	
28-Jun-16	awesome app love play channelsmusic love	0.666666667	
2-Dec-16	enjoy pandora phone	0.4	
25-Mar-16	love pandora easy use selection choose make sense station	0.466666667	
6-Dec-16	dont use get	0	
28-Aug-16	set change score do	0	
16-Nov-13	app great people mp player extremely simple use really worth buy want listen music need internet access listen busy kindle bore	0.3	
19-Apr-14	love pandora allow right choose thank pandora listen pandora home work wish way listen car	0.392857143	
17-Nov-15	love game alot artist im time u r pandora im raelynns fan	0.05	
28-Jul-16	happy able pandora fire	0.65	
12-Apr-14	choose pandora daughter use tell decide add kindle fire glad easy find music want recently start use pandora didnt read search instruction	0.311111111	
2-Mar-16	unreliable self selective choice music associate artist select	0	
27-Aug-16	bite clunky review artist information	0	
22-Jun-16	dont love pandora ive lose hope humanity	0.5	
16-Jul-13	enjoy app receive notice update available midst update something go wrong app wont open erase kindle delete cloud day later reload app still doesnt work disappoint	0.06	
13-Apr-16	pandora bring delightful music life love pandora always forever	0.75	
27-Jul-16	pandora music ap havent figure yet	0	
1-May-14	little explanation navigate site almost unusable help first time user frustrate station pick popular want hear	0.220833333	
22-Jan-14	pleasantly surprise find pandora include like beethoven mozart bach many others favorite nevertheless something everyone number musical genre artist appear almost endless	0.321666667	
12-Dec-16	variety better youtube	0.5	
12-May-16	love different station variety music listen	0.25	
16-Sep-16	love product make life better	0.5	
25-Mar-14	pandora stream music clear quality sound availability station awesome purchase low cost advertisement pandora go everywhere device thank pandora keep great work	0.46	
16-Dec-16	easy download use	0.433333333	
25-Jul-16	dont like cant turn without reboot	0	
9-Apr-14	special need adult son enjoy use nephew niece ipod one enjoy thing thank make easy get thing sure bring smile face	0.355782313	
16-Aug-16	pretty cool appbrings back music grow	0.2	
11-Sep-16	love able listen music anywhere	0.5	
6-Jan-17	easy install use	0.433333333	
31-Dec-16	happy pandora	0.8	
11-Jan-17	enjoy pandora much	0.3	
5-Jan-17	daughter love	0.5	
22-Dec-16	love personal radio	0.25	
31-Dec-16	best christmsd download	1	
18-Jul-17	fantastic	0.4	
24-Jul-15	amaze app great yo look gor great song app get one great way listen favorite music	0.725	
7-Jul-16	great selectionscan listen everything lovelovelove	0.8	
27-Feb-16	interest cumbersome think like amazon prime sirriusxm radio lot better	0.5	
18-Jan-16	want listen favorite artist johnnie guilbert famous isnt pandora	0.5	
2-Oct-16	nothing nothing better pandora	0.5	
2-Sep-15	love app grate lition amaze first get think would stupid know know	-0.016666667	
3-Mar-16	really good want work without big radio near app get	0.266666667	
2-Apr-14	sayim lover classical musicand open thisi amaze see vivadioh god choose great like go sleep love stay carousel permansntly	0.325	
3-Jul-16	run well kindle one apps keep kindle like	0	
3-Feb-14	love pandora get pick music dont listen local adsi take pandora every place go listen s s hard rock love song thank pandora number one	0.177083333	
10-Oct-16	great listen want hear	0.8	
1-Dec-14	great investment clear station variety awesome music vibe	0.633333333	
23-Feb-14	internet radio station many option music style choose personally enjoy bubblegum genre oldie addition christian music station many many choose exemplary internet radio	0.38	
16-Jun-14	disappoint pandora least mebleeps second may may even come back sure go right wifi connection know suggestion	0.097142857	
21-Mar-14	great program relax chill long day guess complaint would seem many track find station repeat song ofteni think example many beatles song	0.29	
3-Feb-16	love get song l like l eventually eliminate stuff l dont luke	0.5	
13-Aug-16	rock brother sister pandora	0	
16-Feb-16	great music help drive louisiana california without search station	0.8	
22-Feb-14	love pandora grandson load easy use love music kind want listen preople really free like game apps husband even get nice ear phone lisen time thank pandora	0.376190476	
8-Oct-16	easy listen music thank	0.433333333	
29-Apr-16	love pandora house always app play one device love app save station come back continue listen station change station youve save easily create new station app great whole family kid love music use app frequently easy use easy change station even year old know turn favorite disney music unlimited station search anything kid want hear find easily even different profile set device monitor kid cannot listen love parental control dont worry kid listen bad music love everything pandora always use app	0.309982175	
16-Apr-16	pandora android app work like one playstore	0	
21-May-16	good phone amazon tablet skip every song please fix	0.7	
22-Jan-15	skip song likedislike song great sort wish add skip pause close notification amaze kindle fire hdx	0.8	
21-Jul-16	love music pandora give u even choice	0.5	
2-Apr-15	great stuff rock fan year highly recommend app dont mind commercial selection much vary free fm radio	0.312	
6-Oct-12	pandora great kind music want hear plus great song wont hear mainstream radio love new kindle fire hd run pandora background listen whatever im mood flip magazine surf web check facebook isnt technology awesome	0.639393939	
16-Aug-16	pandora great favorite internet radio	0.65	
24-Jun-16	purple rain radio awesome station s s rock	1	
2-Sep-16	great selection music radio program	0.8	
6-Jul-15	best app listen favorite kind music well introduce song base music interest	0.325	
7-Aug-14	u love pandora every time come home school put headphone listen definitely recommend app play good song mostly morning afternoon night really	0.38	
8-Mar-15	like app easy great app hear music like app recommend app admit people know u love app	0.577777778	
22-Dec-16	use daily love	0.25	
15-Aug-17	happy excellent	0.9	
24-Feb-17	must music app	0	
22-Jan-17	cant get work	0	
10-Feb-17	great choice music	0.8	
28-Dec-16	wont let register	0	
12-Jan-17	great veriety love	0.65	
24-Dec-16	really enjoy pandora	0.4	
3-May-17	reliable	0	
7-Sep-17	love	0.5	
31-Jul-17	love	0.5	
24-Sep-17	love	0.5	
13-Jun-17	love	0.5	
18-Jul-17	best	1	
25-Aug-15	enjoy put artist name like pandora choose playlist like artist play hour nev repete	0.4	
18-May-14	fine first instal travel stop work outside u wifi spot kind legal text apology pop go songza alternative le hassle subscription	0.293333333	
14-Feb-16	pandora usually great stop work kindle fire like reviewer	0.8	
11-Aug-15	love app hay free music listen ever want may crash end tge day great app get	0.566666667	
19-Feb-14	ive reboot force close next delete upload app open say session time close please possible could use suggestion thank time ray	0	
6-Sep-16	best still free w little interruption	0.404166667	
3-Mar-16	another great app think great kind music want want	0.733333333	
11-Oct-16	start listen enjoy	0.4	
8-Nov-14	im new pandora far love listen favorite im thrill commercial someone support app wish discover earlier	0.206060606	
10-Dec-16	couldnt get work	0	
14-Dec-16	nice listen	0.6	
20-Feb-15	pandora suppose free app believe must pay song play difficulty locate play exact style music interest	0.325	
18-Jun-16	granddaughter download tablet happy	0.8	
4-Apr-16	use work perfectly doesnt open update shame	0.5	
12-May-15	need stop still listen quite aggravate keep respond question im listen	0	
21-Nov-14	app amaze let listen free music want also let search want listen bad part app entire album	-0.1	
22-Jun-16	still learn use enjoy far	0.25	
9-Aug-16	good app music build station nice	0.65	
31-May-16	want listen something else besides radio station love	0.5	
17-Jun-16	like different type music find one place	0	
9-Dec-16	doesnt love pandora	0.5	
15-Mar-15	use pandora year listen type music like want also provide similar artist may aware	0.125	
21-Jul-15	love pandora one get personal radio station without advertisement work well many device include blackberry v	0.333333333	
2-Dec-15	work fine need put advertisement pay adfree version	0.416666667	
19-Dec-13	love one time favorite apps kindle fire hd nice cant really afford buy music often music area currently empty kindle one thing thats annoy sometimes wont load	0.34	
25-Jan-14	im huge pandora fan love pandora many format readily available apps even free version commercial honestly intrusive far highly recommend app	0.34	
28-Dec-14	love pandora radio ive listen year cant imagine highly recommend anyone want great variety music offer free	0.465	
2-Jan-13	introduce pandora daughter love use free version listen music anywhere time smart phone computer sound crisp clear interference large choice music every taste choose would highly recommend pandora	0.279821429	
29-Jun-16	great selection music many different type choose	0.433333333	
7-May-16	great appthe thing cut freeze sometimes	0.8	
11-Dec-16	many commercial	0.25	
20-Dec-15	didnt get	0	
20-Feb-14	enjoy able select music comedy whatever feel like time listen car office take bath music change mood commercial better fast forward tv	0.32	
12-Oct-17	like	0	
23-Apr-14	ive love pandora since find old computer listen music go im paint also like give history band artist writer get lyric case forget	0.283333333	
23-Jan-17	good music selection	0.7	
10-Feb-17	app doesnt work	0	
20-Jan-17	always love pandora	0.5	
25-May-17	love	0.5	
16-Sep-17	love	0.5	
31-Jul-17	love	0.5	
18-Sep-17	love	0.5	
28-Aug-17	love	0.5	
4-Sep-17	love	0.5	
31-Aug-17	love	0.5	
31-Jul-17	love	0.5	
11-May-17	amaze	0	
18-Jul-17	love	0.5	
8-May-14	ive use app many year disappointment time restriction fee high year wife finally make practical enjoy use pandora often	0.092	
12-Dec-13	love pandora tell session run mean try repurchase say already app worki music set enjoy dialysishelp	0.195833333	
14-Feb-14	love way pandora play choose music base favorite artist introduce music artist know like ability let know like dont like better customize listen experience	0.175	
27-Dec-14	ive always like pandora excite saw app kindle listen christmas music time holiday awesome	1	
6-Sep-16	work correctly fantastic	0.4	
4-Jan-17	great music sound	0.6	
28-Dec-13	listen music bus see headphone use pandora long time great thing use phone mounth give free listining hour great music app	0.4875	
13-Nov-15	really like music app work great song easy find love option best free	0.555555556	
18-Jan-13	another product get like idea listen whatever kind music want whenever want	0.6	
27-Apr-16	free version limit ad difficulty selection program	0.4	
1-Jan-14	use pandora year get around review switch spotify mix great free music service introduce new music play song would like	0.445454545	
20-Mar-13	know buzz pandora ipod iphone kindle fire pretty extensive music collection listen time ability different music genre like good fidelity pandora offer nice	0.31	
9-Feb-16	tablet play one song time turn tablet back	0	
26-Jan-16	love love love must would even better without ad still worth	0.46	
14-May-16	love listen whatever style music want moment	0.5	
11-Oct-13	pandora keep company whatever im whether drive granddaughter car walk around neighborhood work gym treadmill pandora provide whatever music im mood keep tune pun intend	0	
20-Mar-14	discover many beautiful song outstanding music pandora limit amount music life expand tremendously ever since start pandora please keep fantastic work pandora	0.516666667	
18-Jul-16	love variety music personal connection	0.25	
20-Dec-13	find favorite oldie present create owm personal radio station click song didnt like never hear station	0.166666667	
19-Oct-15	app give great music problemsi love app recommend everyone	0.65	
14-Mar-16	love pandora reload app recently become corrupt somehow	0	
25-Jan-16	love simple use love like song individualize song	0.333333333	
30-Aug-16	everything always smooth	0.4	
9-May-14	use pandora many year great way filter office noise need work app play background kindle hd work another app highly recommend app	0.486666667	
30-Jul-16	many commercial spotify soooooo much better	0.333333333	
12-Aug-16	love pick song yesteryear	0.5	
12-Aug-16	need pay money ad	0	
2-Dec-15	customize go along pandora learn like channel well worth price	0.3	
7-Jan-13	like music like free music interest listen favorite band also discover new band app stream music base playlist playlist create add songalbumartist like stream music similar choice	0.047272727	
23-Mar-15	pandora best radio station gear music accord like hear im thankful pandora listen pleasure	1	
30-Mar-16	great station music s s keep comin	0.8	
27-Aug-13	everything expect auxiliary speaker headphone kindle fire hd amaze satisfy	0	
7-May-16	pick style artist better radio station	0.5	
27-Nov-15	give song want cool fin doesnt kill yo gibe though get favorite song	0.425	
1-Mar-16	fail operate kindle fire use pandora laptop love understand pandora like create station base genre band preference thru like dislike pandora determine great app wish work kindle fire	0	
19-Apr-16	love pandora brother tell hook	0.5	
25-Dec-16	pandora best	1	
14-Jan-17	great listen tool	0.8	
13-Feb-17	love time	0.5	
29-Jan-17	love love love	0.5	
3-Jan-17	pandora terrific	0	
15-Nov-14	love pandora much make station favorite artist music type u like	0.4	
11-Oct-16	much commercial	0	
11-Dec-16	great music selection	0.8	
2-Dec-16	good app enjoy music	0.55	
28-Oct-13	wish could play exact song want listen lot music get use commercial awhile better pay like like dislike song hear want dont hear dont like	0.25	
14-Apr-15	listen personalize mix station music comedy story fewer comercials terrestrial radio app free good time	0.366666667	
1-Jun-16	always love pandora greatamazon great offer	0.65	
29-Nov-13	great intuitive internet radio service app pandora justice easy use fun provide simple interface user precisely want try focus music set app	0.386666667	
21-Apr-17	work great kindle also play bluetooth speaker	0.8	
27-Jun-16	pandora almost suck try pull fast one time	0.2	
27-Jun-16	love pandora get genre music want	0.5	
23-Apr-13	love pandora app constantly listen music app provide music day everyday love pandora app sync bluetooth car also use ihome app great anyone love old classic new hit	0.278114478	
30-Jan-16	instal amazon fire press play nothing doesnt work suggestion	0	
9-Dec-16	love p	0.5	
9-Jan-14	love pandora choose genre would like listen choose singerbandgroup prefer pick many like really neat part song come dont like thumb never play dont feel like hear song time hit another key skip next selection play time wonderful thing	0.366666667	
22-Dec-16	perfect echo	1	
18-Oct-16	enjoy listen music	0.4	
17-Feb-16	source music phone tablet pc dont leave home without	0	
4-Jun-15	one best music provider find select music likethe people likeand pandora give best love	0.833333333	
17-Sep-16	wonderful app even yo mom love	0.75	
29-Jul-16	love pandora music thank much make wonderful bring back past favorite song make memory grandma like older song	0.302380952	
26-Jun-16	listen pandora lot love everything	0.5	
17-Apr-14	allow listener select music preference automatically suggest similar taste artist free app play interruption ad	0.2	
13-Dec-16	nice choice music	0.6	
12-Dec-16	pandora awesome	1	
23-Apr-14	friend send pandora song like click get something similar song want hear dont need pandora broaden horizon want hear song friend send	0	
21-Aug-16	love app play awesome music	0.75	
29-Jun-16	everything imagine command totally awesome	1	
17-Mar-16	use many location job dependable clean cut choice	0.433333333	
20-Jun-16	pandora best eddie money radio every day	1	
27-Oct-15	best pandora radio ever hear use good recourse yall get pandora	0.85	
7-Oct-16	ton good song many add	0.6	
29-Sep-16	say pandora love	0.5	
23-Jan-16	really appreciate listen track music select	0.2	
21-Jan-17	need	0	
19-Jan-17	great mix music	0.8	
31-Jan-17	excellent music app	1	
17-Jan-17	pandora great	0.8	
17-Sep-17	great	0.8	
2-Aug-17	great	0.8	
13-Jun-17	great	0.8	
1-Jun-17	great	0.8	
6-Jun-16	wow better expect entire world music unfold	0.2	
24-Jul-16	yes meet expectation great music thank	0.8	
26-Dec-14	amaze program love first time download thing need fix amount skip u use wise good app	0.5375	
31-Dec-14	love pandore get free song time love play game like pvz song pandore let song play go game like	0.12	
14-Sep-16	use radio station time echo	0	
4-Feb-16	love pandora work find since newest update buffer lot	0.5	
27-Nov-16	work well kindle fire	0	
22-Dec-16	good even advertise	0.7	
20-Nov-15	four star wont play song request stay artist want great radio	0.8	
30-Jun-13	pandora great feature provide music everywhere go app one draw back repetitiveness certain song group others ie play pink floyds version shine crazy diamond play david gilmours version song later	0.052380952	
29-Oct-15	love pandora radio listen hour hear bad song rarely listen regular radio anymore	0.025	
9-Sep-16	use service year love	0.5	
21-Apr-16	good get skip lock hr crappy song	0.7	
28-Jun-15	deduct star pay version bite pricey use free pandora could stream artist music pick	0.4	
31-Jul-16	great app figure like dislike quickly	0.566666667	
17-Dec-16	keep shut	0	
8-Dec-16	easy use	0.433333333	
17-Dec-16	great music choice	0.8	
8-May-16	even free version great listen music love easy	0.533333333	
25-Aug-16	excellent way listen favorite music	0.75	
22-Jun-14	pandora app hasnt let play station want keep music play exit app exit app music stop super annoy still good actually work	0.344444444	
7-Jun-16	best offer around hear music love commercial	0.5	
25-Jun-16	really like music like vacation	0.2	
13-Feb-14	im hard time solve kindlei emailget musicdown load booksbut skype give fit try find cymbels side unit even buy kindle dummy thats hard follow	-0.061111111	
5-Oct-14	first love second day couldnt listen music would play ad say email invalid get app	0.25	
